#{"t_start": 1563633476.40666, "env_id": "CarRacing-v1"}
r,l,t
3141.706667,101,1143.195221
3522.404444,96,1143.690904
3398.251111,93,1144.616454
3166.96,96,1145.565916
3541.006667,101,1146.516337
3537.973333,87,1146.974077
3273.54,90,1147.875817
3416.637778,97,1148.816374
3087.506667,97,1149.342967
3539.206667,90,1150.264503
3565.06,85,1151.135176
3540.706667,94,1152.05161
3540.773333,95,1152.558279
3544.473333,108,1153.574605
3540.54,94,1154.488097
3569.126667,103,1155.456508
3550.673333,139,1156.596573
-2110.666667,101,1157.658733
3540.006667,97,1158.221229
2985.784444,85,1159.107901
3540.04,95,1160.955442
3363.806667,230,1163.075242
2718.426667,100,1163.620745
3537.006667,82,1164.49441
3329.46,114,1165.521825
2938.173333,95,1166.482311
1611.94,99,1166.989928
3147.906667,132,1168.110937
3342.106667,103,1169.110231
3422.904444,121,1170.222259
3539.606667,96,1171.149853
3349.026667,1000,1179.817476
2987.704444,106,1180.805673
3135.44,83,1181.233762
3155.14,184,1183.045643
3399.884444,102,1183.598092
3141.34,111,1184.59945
-1111.633333,86,1185.477312
3140.506667,95,1186.398846
3564.193333,83,1186.8318
3539.04,88,1187.888944
3537.14,82,1188.764658
3565.693333,91,1189.250337
3540.74,103,1190.22572
-1106.5,102,1191.197635
3541.073333,103,1192.160028
3535.94,76,1192.553976
2769.726667,93,1193.461514
3538.173333,86,1194.333799
2938.806667,100,1195.279214
3139.806667,104,1195.823872
2993.066667,91,1196.715527
3551.24,141,1197.880832
3142.84,117,1198.934759
3137.906667,96,1199.856267
3543.006667,101,1200.810792
3140.406667,97,1201.306992
3336.54,80,1202.1587
-1515.866667,83,1203.016526
3451.951111,101,1203.536703
2988.633333,74,1204.337536
3110.037778,90,1205.231346
2771.706667,101,1206.202151
3916.306667,1000,1214.341336
2822.906667,101,1215.289802
2841.64,87,1216.174433
3566.126667,90,1216.64317
3378.7,88,1217.674391
3542.64,103,1218.66079
3187.051111,87,1219.538488
3540.94,110,1220.545798
3538.54,87,1221.034492
2649.551111,94,1221.946092
3137.406667,91,1222.906839
-1711.3,107,1223.46235
3163.84,201,1225.435047
3542.24,110,1226.440405
3225.906667,453,1230.05881
3256.671111,96,1230.985292
2848.473333,561,1236.106623
3141.106667,111,1236.681058
2605.051111,360,1239.814689
3546.44,128,1240.914339
3538.573333,90,1241.817922
3116.066667,109,1242.823201
3365.24,190,1244.25092
2616.04,389,1247.750501
3420.94,551,1252.818
3338.24,92,1253.292769
3143.04,122,1254.348872
3291.677778,91,1255.243516
2945.006667,98,1256.180162
3541.373333,109,1257.176562
3492.817778,85,1257.611396
3135.64,83,1258.457104
3544.673333,127,1259.553248
3564.626667,86,1260.443868
2885.306667,101,1260.971425
-1306.066667,101,1261.919889
3398.117778,97,1262.843386
3544.173333,129,1263.940453
3538.006667,88,1264.846107
3540.773333,101,1265.367673
3542.64,103,1266.36309
2937.84,98,1267.31255
3300.993333,97,1268.255066
3537.673333,83,1268.699841
3153.173333,195,1270.631227
2792.833333,114,1271.674511
-1110.066667,93,1272.589989
3540.54,104,1273.134561
3538.54,91,1274.026186
2964.66,86,1274.895899
2955.873333,135,1276.033818
3488.64,110,1277.09395
3546.006667,148,1278.429413
3379.233333,91,1279.329008
3495.851111,100,1279.846402
3552.44,173,1281.638531
2560.606667,216,1283.197524
3570.36,105,1284.176831
3540.673333,100,1285.139335
3535.673333,75,1285.959067
-1308.133333,107,1286.542568
3218.873333,75,1287.400213
3307.451111,82,1288.25596
3131.46,128,1289.355022
3493.184444,85,1289.812764
3861.14,1000,1298.433442
3337.14,89,1299.327097
2839.906667,79,1299.735704
3539.406667,89,1300.618343
3339.94,98,1301.549927
3569.593333,107,1302.533302
3452.251111,113,1303.543091
-1281.633333,510,1308.059579
2987.84,662,1313.700534
3459.26,95,1314.204153
3362.451111,101,1315.163189
2568.806667,299,1318.036544
3435.86,138,1319.191229
2443.073333,554,1323.780466
3565.193333,96,1324.712964
2983.04,403,1328.094445
2912.144444,103,1329.054913
4447.84,1000,1337.88027
2333.226667,551,1342.459833
3538.04,87,1343.454896
2987.951111,95,1343.95832
3542.206667,106,1344.936637
3059.56,101,1345.879044
3563.36,79,1346.311909
2398.206667,322,1349.258077
3138.473333,106,1350.24045
3552.273333,142,1351.429346
2378.393333,297,1353.872353
3017.006667,92,1354.790897
3163.326667,87,1355.690854
2598.751111,110,1356.696253
3140.96,217,1358.297861
2828.84,116,1359.333091
3349.54,130,1360.446117
3459.26,97,1361.385127
3538.94,115,1362.412457
3251.284444,100,1363.390842
2760.717778,96,1363.897523
2747.84,105,1364.910676
3566.293333,96,1365.853127
2959.706667,118,1366.920274
3477.311111,131,1368.190878
-1467.633333,260,1370.452924
2937.973333,98,1371.388423
3069.226667,100,1371.907164
1304.906667,1000,1380.523718
2030.673333,1000,1389.183115
4409.051111,1000,1398.028934
3073.4,713,1403.857601
3234.684444,124,1404.934613
3196.484444,150,1406.565245
3565.973333,284,1408.877169
4271.073333,1000,1417.440587
3037.484444,114,1418.033045
3536.006667,78,1418.873755
3541.84,109,1419.859115
-1100.033333,131,1420.960178
2944.873333,110,1421.957552
3341.006667,107,1422.9524
3041.684444,102,1423.477956
-1295.366667,172,1425.218303
3014.204444,96,1426.137844
3138.073333,99,1426.642461
3066.544444,90,1427.655753
3367.217778,124,1428.769814
3542.906667,106,1429.756173
3008.584444,87,1430.649823
3048.766667,96,1431.145553
3187.251111,90,1432.035139
3540.073333,97,1432.963688
2392.6,100,1433.479278
3139.373333,105,1434.46069
3147.173333,110,1435.460041
3369.993333,121,1436.527433
3538.573333,90,1437.438831
3183.166667,113,1438.458118
3111.571111,101,1438.989706
3258.037778,101,1439.935152
-1304.666667,110,1440.944488
3137.406667,97,1441.900896
2749.373333,139,1443.049824
3436.293333,112,1444.066181
3537.84,86,1444.95178
3181.693333,142,1446.121893
3137.473333,91,1446.591598
3140.04,95,1447.504196
2312.371111,118,1448.548365
3298.451111,116,1449.59058
2965.877778,118,1450.667693
3092.877778,106,1451.674042
3544.34,121,1452.753157
2813.937778,93,1453.242879
3545.24,122,1454.339917
2782.566667,120,1455.448978
3237.251111,122,1456.541066
2774.406667,145,1457.891447
4517.304444,1000,1466.667366
2935.851111,113,1467.682707
2955.773333,190,1469.549643
3338.106667,89,1470.037338
2788.451111,127,1471.172378
2479.426667,198,1473.087328
3547.14,142,1474.279181
3540.606667,106,1475.266285
2768.973333,101,1475.787891
2737.806667,118,1476.820132
2878.473333,1000,1485.497031
3835.406667,1000,1494.368471
4627.94,1000,1502.957083
-3161.393333,1000,1511.652937
4657.073333,1000,1520.036764
4561.793333,1000,1528.610917
3536.806667,78,1529.435748
3166.093333,97,1530.392145
4156.773333,1000,1538.614208
3168.893333,82,1539.458948
3548.106667,126,1540.541662
3657.44,1000,1549.300602
4596.36,1000,1557.978401
2724.0,113,1558.988779
2410.293333,268,1561.239987
3539.473333,94,1561.732157
3206.873333,92,1562.656726
3137.773333,100,1563.604191
3542.073333,106,1564.588604
3001.451111,259,1566.809786
3537.94,85,1567.251572
3143.073333,108,1568.262908
2137.54,105,1569.236232
3508.771111,108,1570.240177
1300.24,783,1576.934934
3540.006667,92,1577.957201
3447.717778,79,1578.376182
3142.704444,82,1579.227494
3536.873333,87,1580.101258
3352.14,219,1581.671204
3541.04,102,1582.637621
2931.46,139,1583.791508
3205.273333,378,1587.058351
-1311.133333,83,1587.939012
3614.606667,791,1594.582141
3537.706667,83,1595.442841
3111.24,166,1596.735386
-435.833333,1000,1605.370932
3364.393333,84,1605.847733
2942.217778,176,1607.755449
3542.406667,109,1608.778742
1640.204444,970,1616.838842
3518.466667,120,1617.879067
3546.34,111,1618.89035
-430.86,1000,1627.467921
-2847.066667,1000,1636.006251
3564.66,86,1636.46402
3143.873333,119,1637.628865
2995.877778,1000,1646.240578
3091.404444,125,1647.337615
3545.84,154,1648.579321
-1076.933333,307,1651.460744
3553.273333,167,1652.759369
-1507.4,123,1653.820602
3150.906667,143,1654.995462
3536.906667,81,1655.848067
3342.84,117,1656.890105
3545.14,129,1657.990935
2884.784444,99,1658.506522
3224.006667,102,1659.455103
3458.26,91,1660.353774
2914.26,79,1661.207419
3068.777778,106,1661.76296
-1709.766667,104,1662.720401
3070.893333,111,1663.718729
3538.806667,92,1664.623384
2945.94,176,1665.974805
3360.384444,87,1666.876364
4237.14,1000,1675.652195
3537.34,84,1676.091819
3338.973333,91,1676.983828
3539.706667,98,1677.920433
3136.773333,85,1678.377273
3538.973333,89,1679.25792
3538.84,87,1680.141519
3077.477778,105,1681.109965
1355.404444,102,1681.649489
3187.217778,85,1682.526169
3140.873333,106,1683.491609
3539.606667,96,1684.423155
3565.66,85,1684.857953
3140.473333,100,1685.830818
3024.506667,107,1686.82719
3393.504444,115,1687.860353
2999.984444,121,1688.912617
3483.44,82,1689.339307
3540.306667,112,1690.348573
2962.117778,114,1691.392789
3173.806667,1000,1700.155511
3574.14,372,1703.406788
2990.804444,120,1704.529799
3366.706667,274,1706.801871
3276.173333,94,1707.729403
3543.373333,108,1708.742732
2925.793333,107,1709.321293
3410.506667,120,1710.371461
3343.973333,137,1711.504425
3539.473333,100,1712.462826
3541.573333,102,1713.429272
2941.406667,135,1714.559299
2928.184444,350,1717.689888
-1651.766667,896,1725.379641
2943.673333,154,1726.593356
3035.56,129,1727.80209
3198.351111,129,1728.926085
3545.24,157,1730.184573
2600.471111,1000,1738.799371
-253.266667,1000,1747.444728
3498.051111,123,1748.536246
2822.273333,101,1749.484787
2238.106667,82,1749.911618
3487.406667,100,1750.860116
2813.651111,117,1751.898482
3549.773333,141,1753.042424
3142.706667,127,1754.163469
3538.94,95,1755.087949
2963.626667,89,1755.553715
3539.04,95,1756.48824
3341.506667,145,1757.828634
3336.806667,82,1758.702286
3539.74,106,1759.678648
2525.006667,120,1760.744833
-1910.366667,109,1761.742211
-1312.666667,107,1762.292606
3085.673333,106,1763.283921
3096.373333,105,1764.269321
2286.817778,126,1765.352393
2940.906667,145,1766.542295
3086.706667,110,1767.529608
3539.706667,101,1768.492091
2509.606667,1000,1777.052324
3133.584444,121,1778.111454
2616.873333,413,1781.512462
3004.033333,143,1782.66834
3559.606667,203,1784.576275
2601.14,370,1787.408669
3547.24,135,1788.673362
3198.717778,1000,1797.206312
1827.173333,677,1803.26431
2565.806667,238,1804.972783
3441.56,165,1806.691178
-2298.166667,193,1808.105391
3141.206667,123,1809.180517
3121.233333,146,1810.361461
3172.093333,159,1812.053148
4096.893333,1000,1820.3734
3313.5,97,1821.295092
3536.84,81,1822.135849
3540.54,99,1823.07035
2926.56,97,1823.567018
3138.006667,97,1824.497524
3167.56,103,1825.564229
3536.34,78,1826.395009
3537.14,81,1826.825784
3539.34,95,1827.781304
3169.66,115,1828.817467
3138.44,91,1829.309153
3140.573333,100,1830.256757
2016.306667,82,1831.11247
3542.473333,108,1832.163627
3540.24,98,1833.141196
3018.54,94,1833.654896
3324.36,80,1834.514563
3138.34,99,1835.463087
3274.304444,88,1835.918884
3139.173333,98,1836.860327
2936.217778,108,1837.841706
2883.284444,89,1838.733366
2368.773333,104,1839.298829
3141.006667,119,1840.334092
3325.16,87,1841.206724
3538.006667,84,1842.069457
2916.304444,122,1843.126634
3135.673333,85,1843.563532
3541.973333,125,1844.677523
3566.726667,103,1845.63304
3224.373333,110,1846.642342
3543.006667,112,1847.828102
-1700.833333,151,1849.088835
3152.44,163,1850.388357
3579.64,460,1854.469581
3546.04,146,1855.649541
2940.251111,138,1856.789483
-1102.966667,185,1858.601599
3150.637778,134,1859.747536
3296.011111,105,1860.313062
4456.273333,1000,1868.947148
3537.673333,81,1869.798871
3542.273333,111,1870.841085
3135.873333,81,1871.259327
3337.073333,84,1872.12006
3546.04,116,1873.141498
3205.673333,94,1874.058046
3567.026667,92,1874.565651
3536.64,79,1875.400458
3464.344444,75,1876.230307
3566.06,85,1876.668138
3137.206667,97,1877.70578
3190.106667,300,1880.184231
3536.54,80,1881.012015
2765.351111,126,1882.086143
3165.793333,90,1882.979716
3538.14,91,1883.446467
3193.351111,159,1885.132999
3491.651111,78,1885.536879
2357.493333,244,1887.639374
3537.54,88,1888.518977
3538.673333,94,1889.430212
3164.526667,86,1889.876037
3544.706667,119,1890.928262
3537.473333,85,1891.793975
3539.14,94,1892.726529
2136.651111,878,1899.797071
3101.526667,100,1900.741624
3397.384444,89,1901.621307
3265.811111,83,1902.490767
3138.373333,86,1902.932621
-1311.1,87,1903.816224
3140.906667,107,1904.807761
3280.74,76,1905.217708
3540.34,109,1906.21001
3153.94,93,1907.162433
2730.304444,242,1909.374525
3339.606667,96,1910.314052
3543.206667,149,1911.51688
-1299.1,184,1912.927109
3336.806667,80,1913.790834
3391.04,340,1916.428306
3564.926667,92,1917.351837
3139.04,102,1918.312272
-1510.0,98,1919.288664
3535.873333,77,1919.690627
3563.626667,80,1920.528344
3338.473333,87,1921.414943
3538.673333,90,1921.901641
3336.206667,77,1922.718639
3181.733333,99,1923.660107
3224.673333,101,1924.185067
3220.173333,85,1925.051752
3337.74,82,1925.922424
3536.84,84,1926.370791
1885.473333,864,1933.854055
3537.04,81,1934.706776
3169.66,84,1935.156575
3108.24,1000,1943.931247
-2580.833333,922,1952.200341
3339.34,105,1952.747891
3366.726667,96,1953.676404
3563.64,228,1955.731032
3724.706667,1000,1964.439876
3538.273333,91,1964.949502
3466.577778,90,1965.881975
1719.717778,269,1968.287617
3550.106667,157,1969.51832
2739.971111,107,1970.520644
3145.873333,137,1971.696466
3034.884444,112,1972.706782
3538.806667,91,1973.602484
3540.873333,113,1974.605797
3540.573333,101,1975.564233
3545.44,129,1976.683205
3539.94,98,1977.187988
3136.34,84,1978.070645
3009.484444,99,1979.008129
3146.24,149,1980.211916
3150.44,174,1981.579229
3538.74,96,1982.52573
3104.926667,123,1983.610836
3540.173333,110,1984.637056
3251.084444,107,1985.640445
2559.073333,274,1987.919358
3497.817778,129,1989.035323
3395.773333,641,1994.48676
3143.04,117,1995.518965
2838.106667,845,2002.625733
3235.384444,103,2003.577223
3546.206667,357,2006.720502
3538.873333,93,2007.626423
642.54,1000,2016.311791
4662.14,1000,2024.564782
957.704444,1000,2033.517911
3540.54,97,2034.456476
3024.111111,111,2035.470726
3044.94,818,2042.283746
3566.926667,96,2043.220175
3541.24,99,2044.162758
3346.606667,130,2045.269761
3136.373333,85,2045.715655
3212.104444,79,2046.559399
3447.884444,86,2047.443002
3537.506667,81,2047.883823
2513.593333,83,2048.747516
3378.5,89,2049.641126
3538.606667,93,2050.119846
3537.573333,85,2050.980518
2816.517778,116,2052.02577
3117.517778,94,2052.942323
3543.106667,118,2054.007341
3541.14,114,2054.596732
3136.906667,87,2055.503413
2978.033333,95,2056.425596
3120.833333,166,2057.881627
3540.506667,103,2058.83408
2843.773333,100,2059.774682
3130.56,100,2060.769058
3564.36,85,2061.204995
2915.904444,473,2065.464077
2457.54,1000,2074.21319
3577.077778,1000,2082.785584
4657.94,1000,2091.225094
-2722.393333,1000,2099.854863
4624.073333,1000,2108.503857
4564.677778,1000,2117.118023
4017.926667,1000,2125.96804
1436.906667,841,2132.89883
3191.14,548,2137.434777
2796.206667,331,2140.464459
3141.173333,114,2141.476761
3555.54,163,2142.759165
3544.673333,134,2143.907055
3166.34,188,2145.758106
3374.393333,127,2146.845813
4284.306667,1000,2155.627429
2729.46,168,2156.941751
3592.326667,284,2159.318188
4634.206667,1000,2168.065458
3063.617778,170,2169.40192
2729.66,162,2170.686451
3375.793333,141,2172.262312
3564.64,195,2173.68743
2563.373333,212,2175.658226
3169.593333,108,2176.670566
3136.84,90,2177.184119
3557.94,230,2179.302494
2778.173333,298,2181.705937
3164.006667,213,2183.693666
3388.406667,371,2186.947981
3329.226667,108,2187.933343
3541.706667,109,2188.925657
-1453.366667,336,2191.519855
3167.993333,110,2192.55507
2519.633333,110,2193.57885
3442.526667,452,2197.638828
3181.626667,151,2198.873495
3547.073333,127,2199.967383
3145.973333,143,2201.141259
3302.017778,124,2202.202413
3543.906667,113,2203.224382
3178.973333,282,2205.585995
3055.966667,140,2206.744898
3569.493333,118,2207.951669
3320.651111,112,2208.955287
4146.626667,1000,2217.60169
3138.44,187,2219.027842
1198.306667,628,2224.578032
3405.24,96,2225.512535
3071.36,496,2229.84807
2628.173333,576,2234.565233
4463.74,1000,2243.348719
-1377.593333,1000,2252.01264
-3064.006667,1000,2260.777537
2500.006667,1000,2269.628979
3505.106667,1000,2278.256468
